MP,Expected_Direct_Influence,Estimated_2_Waves_Influence_2,wave2se_2,Estimated_2_Waves_Influence_10,wave2se_10,Estimated_2_Waves_Influence_25,wave2se_25,Estimated_2_Waves_Influence_50,wave2se_50,Estimated_2_Waves_Influence_100,wave2se_100
Christian Hutin,281.8253968253967,634.8,0.12649110640673517,626.8,0.4857983120596447,610.2,0.629285308902091,491.2,12.637879568978333,378.6,2.4174366589426906
Christian Jacob,220.48412698412753,632.4,0.4939635614091388,611.4,0.8966604708583958,557.8,2.572158626523644,302.1,12.452670396344713,258.4,1.9036806454865267
Christian Kert,226.59523809523856,632.7,0.40124805295477745,612.4,0.6511528238439882,552.0,3.4871191548325386,299.6,9.000222219478806,259.4,1.8718974330876144
Christian Paul,257.3015873015881,634.4,0.2097617696340303,626.9,0.3301514803843836,585.1,5.036764834692999,395.7,3.4030868340375915,353.3,1.1229425630903833
Christine Pires Beaune,309.26984126984155,634.9,0.09486832980505139,627.1,0.22135943621178653,605.7,2.302390062521987,406.6,3.2068676305703665,369.4,1.8011107683871082
Christophe Borgel,293.45238095238085,634.7,0.14491376746189438,627.3,0.28460498941515416,591.6,5.639503524247503,399.2,3.9744181964156713,364.9,1.621419131501784
Christophe Bouillon,298.9920634920633,634.9,0.09486832980505139,626.5,0.43011626335213127,598.7,3.9624487378387614,404.7,2.209298531208492,365.0,1.6309506430300091
Christophe Caresche,281.3888888888892,634.7,0.20248456731316586,626.7,0.3178049716414141,595.9,3.897306762368084,398.8,2.2838563877792315,362.1,1.8571483516402234
Christophe Castaner,300.40476190476176,634.7,0.14491376746189438,627.2,0.340587727318528,601.5,3.131293662370235,406.6,3.5162480003549237,366.3,1.8870612072744222
Christophe Cavard,230.71428571428623,634.7,0.20248456731316586,625.9,0.5907622195096772,592.7,4.034972118862781,394.7,2.3918611999863204,350.3,1.2169634341261037
Christophe Guilloteau,205.33333333333363,632.0,0.4472135954999579,609.9,1.1175866856758807,525.6,5.0797637740351655,271.0,1.104536101718726,254.3,2.1911184358678564
Christophe Léonard,260.34126984126976,634.8,0.12649110640673517,625.8,0.23664319132398462,574.5,7.865430693865402,388.7,3.7203494459526243,354.2,1.2868566353716326
Christophe Premat,137.52380952380952,632.4,0.4289522117905444,596.8,11.171213004862093,399.8,6.2141773389564605,344.9,2.636095597659538,204.7,15.15193057006268
Christophe Priou,202.46825396825452,632.7,0.6008327554319921,610.0,0.824621125123532,546.0,5.118593556827891,277.8,3.6709671750098773,253.1,1.711432148815722
Christophe Sirugue,267.1507936507934,634.5,0.21213203435596426,626.2,0.30983866769659335,548.2,8.664640788861359,385.3,0.8252272414311103,353.1,1.746138597019148
Claude Goasguen,199.9841269841268,632.5,0.43011626335213127,608.3,0.6935416353759881,492.8,18.09906074911071,270.7,3.0068255686022094,252.4,2.2190087877248255
Claude Greff,204.2222222222217,633.5,0.32403703492039304,603.3,2.387676695032223,462.0,11.082418508610834,272.2,1.5924823389915503,249.3,1.643471934655411
Claude Sturni,226.23809523809595,632.7,0.28460498941515416,611.7,0.6332456079595026,564.1,2.3556315501368204,287.3,2.898447860493613,266.8,1.695877354056006
Claude de Ganay,205.88095238095173,631.6,0.45166359162544856,605.9,1.3149144458861193,503.1,9.22220147253355,266.5,1.4439529078193651,251.5,1.088577052853862
Claudine Schmid,221.98412698412744,632.8,0.44271887242357305,610.6,0.3794733192202055,549.2,6.638975824628375,284.4,3.967870965643918,259.5,1.5827191791344413
Clotilde Valter,232.67460317460345,633.9,0.3301514803843836,623.9,0.41109609582188933,517.4,12.82201232256466,375.0,0.9591663046625438,339.4,1.078888316740894
Colette Capdevielle,298.0714285714286,634.6,0.20976176963403032,627.1,0.43474130238568315,604.3,3.532845878325291,407.5,4.6048887065813,367.6,1.5824032355881985
Colette Langlade,303.38888888888897,634.7,0.20248456731316586,627.4,0.15491933384829668,603.4,2.42981480775799,412.7,2.4126748641290234,365.0,1.9697715603592207
Conchita Lacuey,306.29365079365095,635.0,0.0,627.3,0.3478505426185217,608.6,0.9612491872558332,409.2,2.693696345173301,370.0,2.7748873851023217
Corinne Erhel,310.86507936507957,634.8,0.12649110640673517,627.3,0.3754996671103717,607.9,2.317110269279388,415.5,3.293174760015022,368.2,1.837389452456936
Corinne Narassiguin,33.182539682539776,608.0,6.322973983814895,351.3,5.144025660900224,111.2,28.617407289969513,32.3,1.386001443000692,30.2,1.8044389709823936
Cécile Duflot,63.26984126984149,629.2,0.6603029607687672,521.5,15.56422179230301,328.8,2.3400854685246,101.5,14.638476696705842,62.4,1.5504837954651443
Cécile Untermaier,299.35714285714283,634.8,0.12649110640673517,627.3,0.24698178070456936,607.1,2.847630594020228,402.0,2.993325909419153,367.2,1.7481418706729723
Céleste Lett,219.5000000000007,632.8,0.5059644256269407,613.1,0.6848357467305572,555.7,3.8420046850570073,284.3,2.545780823244609,260.5,2.192031021678297
Damien Abad,213.30158730158823,632.4,0.5138093031466051,611.9,1.0995453605922767,556.2,8.13240431852721,289.4,3.8786595622714812,263.4,2.4462215762273045
Damien Meslot,199.57142857142802,631.4,0.5138093031466051,604.2,1.5861904047118682,476.0,11.174972035759195,268.4,2.0109699152399068,250.8,2.048414020651099
Daniel Boisserie,290.85714285714283,634.7,0.14491376746189438,626.8,0.34058772731852804,601.0,4.164132562731402,406.8,3.2948444576337743,365.9,1.2037441588643325
Daniel Fasquelle,210.9365079365084,631.9,0.3591656999213594,610.5,1.457737973711325,541.6,5.757082594509131,274.9,2.094994033404391,256.7,1.594051442080838
Daniel Gibbes,223.32539682539786,633.7,0.14491376746189438,613.2,0.7042726744663602,567.1,2.1838040205109976,326.6,17.93220566466936,264.1,1.7230786401090346
Daniel Goldberg,273.54761904761824,634.2,0.23664319132398465,626.8,0.23664319132398465,576.4,5.517608177462405,393.6,2.604611295375953,356.3,1.2653062870309306
Daniel Vaillant,302.19841269841277,634.7,0.14491376746189438,627.6,0.3794733192202055,607.6,1.7099707599839242,410.8,2.6374229846575616,368.4,2.502798433753705
Danielle Auroi,206.07142857142864,633.9,0.35916569992135944,623.9,0.5186520991955976,567.7,8.001312392351643,383.0,1.2569805089976533,339.3,1.8333030300525879
Danièle Hoffman-Rispal,164.5158730158727,633.2,0.4195235392680606,610.7,5.219291139608903,393.8,2.082306413571259,357.1,1.3888844444373332,303.1,3.3270106702564086
Daphna Poznanski-Benhamou,32.36507936507946,600.7,7.163867670469632,344.4,4.532548951748894,109.8,25.9544986466701,29.9,1.4522396496446446,32.7,2.154298029521449
David Comet,69.42857142857157,629.0,0.6633249580710799,542.0,13.579396157414363,330.1,5.1970183759536575,139.3,24.474905515650104,68.6,2.6502830037563907
David Douillet,217.69841269841356,633.9,0.29832867780352595,613.6,0.9919677414109795,563.1,1.5965587994182988,302.1,9.227621578716803,265.8,2.1670256112930457
David Habib,274.7539682539684,634.7,0.14491376746189438,627.1,0.26267851073127385,588.0,4.961854492022111,399.8,2.2925967809451357,355.2,1.0469001862641918
David Vergé,27.706349206349245,578.1,13.667077229605459,332.8,8.702643276614296,49.9,16.601475838009097,28.0,1.8275666882497064,24.8,0.9359487165438072
Delphine Batho,158.65079365079367,633.8,0.23664319132398462,619.8,0.7183313998427189,472.4,9.321158726252868,360.5,1.834393632784414,282.0,6.227358990776105
Denis Baupin,220.50000000000105,634.6,0.15491933384829668,624.5,0.291547594742265,582.9,6.766756978050859,391.1,3.1127158559688675,343.0,2.3366642891095846
Denis Jacquat,219.25396825396908,632.8,0.34058772731852804,609.8,1.2231107881136525,556.2,3.2273828406310887,286.0,3.7202150475476543,260.0,1.816590212458495
Denys Robiliard,248.2539682539682,634.2,0.2756809750418044,625.2,0.3687817782917155,540.3,15.348648148941324,379.6,1.761817243643619,350.7,1.7835358140502815
Didier Quentin,222.0793650793656,632.5,0.291547594742265,610.9,0.6848357467305572,550.3,4.452078166429695,287.0,4.941659640242334,263.7,2.0978560484456508
Dino Cinieri,208.07936507936597,632.8,0.36878177829171543,611.8,0.6292853089020909,547.2,5.714542851357403,285.5,2.7685736399814256,258.2,1.4615060725156086
Dolores Roqué,11.920634920634882,512.7,18.51866625866992,47.8,20.784032332538363,11.4,1.0881176406988353,11.1,1.0044899203078146,9.9,0.9944847912361455
Dominique Baert,299.0952380952381,634.8,0.12649110640673517,626.9,0.22135943621178653,609.6,1.980908882306301,428.1,6.325266792792222,370.5,1.5953056133543815
Dominique Bussereau,212.96825396825488,632.5,0.35355339059327373,612.1,0.43474130238568315,555.1,4.499888887517113,285.1,4.557301833321993,259.6,1.3579396157414363
Dominique Chauvel,217.30158730158712,634.5,0.21213203435596426,624.6,0.45166359162544856,533.7,12.35965209866362,375.6,2.5147564494399846,334.6,1.9707866449720015
Dominique Dord,211.01587301587372,633.0,0.31622776601683794,611.8,0.9359487165438072,549.3,5.610793170310237,277.4,2.768393035679724,257.2,1.3175735273600482
Dominique Le Mèner,205.81746031745993,631.6,0.45166359162544856,606.9,1.7575551200460253,495.1,13.548025686423834,265.7,1.1666190466471906,247.6,2.126969675383267
Dominique Lefebvre,302.69841269841265,635.0,0.0,627.5,0.3807886552931954,608.7,1.5495160534825059,415.5,5.6093671657326905,369.1,1.7518561584787717
Dominique Nachury,220.48412698412756,632.5,0.32403703492039304,612.8,0.5966573556070519,539.2,6.0610230159602585,280.4,2.371497417245062,260.7,1.9700253805471644
Dominique Orliac,255.80158730158846,634.4,0.2097617696340303,626.4,0.25298221281347033,598.4,2.9738863461807004,408.1,6.609765502648336,360.7,3.049754088447133
Dominique Potier,285.36507936507957,634.8,0.12649110640673517,626.5,0.3807886552931954,603.1,1.883878977004627,403.5,4.047838929601819,363.3,1.2965338406690354
Dominique Raimbourg,310.6269841269844,634.8,0.12649110640673517,626.9,0.41109609582188933,603.8,4.995598062294443,414.1,4.727472897859912,371.8,1.2393546707863732
Dominique Tian,222.15079365079464,632.9,0.4571651780264984,614.3,0.6789698078707183,568.3,2.4333105021759964,332.3,17.358600173977162,270.9,2.233606948413261
Edith Gueugneau,278.3888888888889,634.9,0.09486832980505137,627.3,0.317804971641414,601.7,2.0883007446246817,411.1,5.341254534283121,359.6,1.9401030900444438
Edouard Philippe,205.01587301587352,632.1,0.22135943621178653,611.7,0.5665686189686118,544.5,10.060069582264328,281.3,3.079123251836471,257.2,2.2126906697502924
Eduardo Rihan Cypel,291.2460317460318,634.3,0.20248456731316586,627.0,0.0,597.3,3.7869512803837333,394.0,1.833030277982336,362.5,1.5313392831113553
Elisabeth Pochon,277.6349206349208,634.8,0.12649110640673517,626.6,0.3794733192202055,588.6,5.953486373546176,390.6,2.6427258654654286,359.3,1.876432785899884
Emeric Bréhier,304.77777777777794,634.8,0.12649110640673517,626.8,0.39496835316262996,596.7,6.548358572955516,406.4,4.368523778120018,367.3,1.8002777563476142
Ericka Bareigts,232.21428571428575,634.3,0.14491376746189438,624.6,0.5329165037789692,520.5,11.603663214692158,379.6,1.9452506265260525,341.5,1.7334935823359716
Erwann Binet,298.96825396825403,634.5,0.21213203435596426,627.2,0.39496835316262996,607.5,1.7621010186706096,408.1,4.906016714199004,366.3,2.884614358974176
Estelle Grelier,258.56349206349114,634.5,0.25495097567963926,626.3,0.3754996671103717,566.4,8.60372012562008,387.4,2.272443618662518,348.6,1.6685322891691365
Eva Sas,212.3333333333339,634.4,0.2097617696340303,624.9,0.3591656999213594,578.6,4.135698248180106,380.9,1.1785584414868868,341.0,2.340939982143925
Fabrice Verdier,296.9999999999999,634.9,0.09486832980505139,627.1,0.29832867780352595,602.8,2.6862613424609303,403.3,2.99015049788468,363.5,1.7846568297574747
Fanny Dombre Coste,297.99999999999966,634.7,0.14491376746189438,626.8,0.30983866769659335,608.2,1.5671630419327787,407.1,6.076923563777974,370.7,1.6003124694883808
Fanélie Carrey-Conte,244.77777777777774,634.3,0.24698178070456936,624.8,0.5059644256269407,548.5,9.806375477208691,380.9,1.8080376102282827,343.1,1.7857771417508959
Fernand Siré,209.92063492063596,633.4,0.37947331922020555,613.4,0.5692099788303082,553.2,6.474256714094676,288.4,3.992993864257745,258.5,3.1280984639234104
Florence Delaunay,275.90476190476176,634.7,0.14491376746189438,626.6,0.25298221281347033,586.3,3.8911437907124427,391.7,2.0349447166937975,360.3,1.2087183294713453
Florent Boudié,291.76984126984115,634.9,0.09486832980505139,627.3,0.24698178070456936,601.8,4.093409336970833,401.9,3.3360155874935593,364.7,2.1449941724862565
Francis Hillmeyer,207.36507936507917,634.0,0.31622776601683794,616.8,0.39496835316262996,586.9,2.7511815643464894,522.9,11.835074989200532,284.5,2.254994456755936
Francis Vercamer,202.9603174603174,634.0,0.2449489742783178,618.1,0.984377976185977,588.7,2.8037474921968273,473.6,24.461479922523083,283.3,2.611704424317576
Franck Gilard,214.05555555555634,633.6,0.28982753492378877,611.7,1.1229425630903835,534.3,12.227877984343808,278.7,2.383484843669034,258.4,1.9859506539690253
Franck Marlin,182.76190476190442,632.1,0.6549809157525127,602.4,0.7238784428341543,469.6,18.273040250598694,270.8,2.257432169523594,245.5,1.8124568960391858
Franck Montaugé,66.7619047619049,623.9,1.268463637634126,408.0,6.185466837676845,328.7,2.1496511344867097,192.4,23.02225010723322,66.6,1.6504544828622205
Franck Reynier,201.37301587301567,634.2,0.3098386676965933,617.6,0.8148619514985345,591.2,1.1207140580897519,487.0,18.61773348181781,283.1,2.8825336077832633
Franck Riester,218.80952380952473,633.2,0.41952353926806063,612.0,0.6,565.5,3.9172694571601783,286.9,4.657145048202814,260.6,1.8611824198610945
François André,301.0396825396824,634.8,0.12649110640673517,626.9,0.22135943621178653,602.4,3.237900554371613,408.1,3.525478690901421,366.5,1.5700318468107581
François Asensi,225.9206349206344,634.7,0.14491376746189438,626.2,0.48579831205964474,604.4,0.8625543461139129,576.0,1.2884098726725124,344.9,16.54596627580269
François Baroin,126.64285714285771,626.4,0.7238784428341543,569.7,6.167738645565326,299.3,8.0573568867216,251.2,1.9585709075752145,140.7,7.626335948540426
François Brottes,238.19047619047635,634.0,0.19999999999999998,625.6,0.45166359162544856,503.8,9.720905307634675,374.6,0.8390470785361213,341.7,1.5430489298787642
François Cornut-Gentille,214.50793650793736,632.3,0.510881590977792,612.9,0.888256719648098,542.6,11.776417112178049,290.2,9.830361132735662,260.6,1.6443843832875573
François Fillon,219.25396825396894,632.3,0.510881590977792,612.4,1.069579356569675,556.2,3.70621100316752,281.3,3.062841817658888,255.6,1.3431306712304651
François Lamy,135.00793650793648,632.8,0.5059644256269407,613.5,1.372953021774598,408.6,6.64560004815216,342.8,2.701110882581461,178.5,12.554083001159421
François Loncle,298.87301587301573,634.6,0.15491933384829668,627.2,0.39496835316262996,607.7,1.892353032602532,410.4,3.8734997095649817,367.0,1.3266499161421599
François Pupponi,280.0158730158733,634.3,0.20248456731316586,626.6,0.322490309931942,597.7,4.8601440307875645,404.4,3.7581910542174404,365.1,1.479526951427381
François Rochebloine,210.30158730158664,634.1,0.29832867780352595,617.6,0.7509993342207434,585.6,2.0697825972792407,461.6,18.815525504221238,280.5,2.2102036105300344
François Sauvadet,198.55555555555537,633.7,0.24698178070456936,616.6,0.764198926981712,579.0,2.092844953645635,385.6,23.673276072398597,273.4,1.9452506265260525
François Scellier,224.23809523809547,632.9,0.4571651780264984,609.6,1.422673539502299,554.4,2.205447800334435,281.2,2.110923968313402,256.8,1.2946041866145805
François Vannson,215.4126984126992,633.5,0.32403703492039304,612.9,0.5558776843874919,544.6,9.213251326214866,282.8,4.0689064870060605,256.8,2.212690669750293
François de Mazières,208.41269841269937,632.7,0.40124805295477756,609.8,1.0276186062932102,538.3,5.637463968842727,280.5,2.6542418879973995,252.2,1.9276929216034382
François de Rugy,263.3888888888896,634.6,0.15491933384829668,626.5,0.4527692569068708,605.2,1.820988742414406,432.8,6.948093263622762,362.9,2.459471487942074
François-Michel Lambert,262.5476190476195,634.8,0.12649110640673517,627.2,0.44271887242357305,604.8,2.0435263639111683,408.3,4.619632019977349,362.6,1.6625281952496322
François-Xavier Villain,166.68253968254007,632.7,0.510881590977792,610.9,0.8994442728707543,568.5,1.8398369492974098,284.7,3.5666510903086666,226.3,8.857821402579756
Françoise Descamps-Crosnier,299.9285714285713,634.9,0.09486832980505137,626.8,0.23664319132398465,601.2,3.334066586017742,403.9,3.2045280463743793,364.4,1.6443843832875573
Françoise Dubois,297.57936507936483,634.6,0.20976176963403032,627.2,0.39496835316262996,608.0,1.3856406460551016,414.2,3.9441095319476105,371.5,2.205674500011278
Françoise Dumas,282.0555555555555,634.5,0.21213203435596426,627.2,0.2756809750418044,584.2,7.475025083569954,394.0,1.9849433241279204,358.7,2.315383337592287
Françoise Guégot,201.7222222222227,633.1,0.41109609582188933,610.7,0.7880355321938218,546.5,6.13881095978692,283.7,3.4958546880555548,257.4,1.6923356641044942
Françoise Imbert,301.6190476190478,634.8,0.12649110640673517,626.9,0.35916569992135944,606.2,3.660054644400818,410.7,3.2032795694412934,367.4,1.9036806454865267
Frédéric Barbier,258.53174603174637,634.5,0.21213203435596426,626.2,0.46475800154488994,572.0,11.35605565326271,391.8,4.857571409665533,356.4,2.623737791777219
Frédéric Cuvillier,102.48412698412736,631.6,0.5513619500836088,583.9,12.894533725575345,372.0,2.908607914449797,313.5,3.203903868720159,103.1,1.268463637634126
Frédéric Lefebvre,139.06349206349248,632.0,0.5477225575051661,597.2,2.809982206349357,407.2,18.508268422518622,258.0,1.1832159566199232,159.3,8.622122708474985
Frédéric Reiss,222.17460317460385,633.6,0.2097617696340303,612.7,0.47010637094172625,544.5,4.338778629983327,281.0,1.2409673645990857,261.2,1.6419500601419033
Frédéric Roig,300.2619047619047,634.6,0.20976176963403032,628.1,0.35916569992135944,606.9,1.7745421944828472,406.2,1.7708754896942922,365.0,2.195449840010015
Frédérique Massat,312.6031746031748,634.8,0.12649110640673517,628.0,0.31622776601683794,605.5,3.0991934434623465,418.6,5.219578527046029,371.7,1.714934401077779
Gabriel Serville,172.62698412698396,633.7,0.3754996671103717,621.0,0.8602325267042625,471.6,9.786930060034146,364.1,1.4929835899968893,309.9,3.5649684430580866
Gabrielle Louis-Carabin,292.8333333333333,634.7,0.20248456731316586,627.3,0.4254409477236529,608.4,1.1933147112141038,410.9,1.904993438308909,370.7,2.3411535618152004
Gaby Charroux,204.45238095238085,634.4,0.15491933384829668,623.4,0.8270429251254133,602.1,0.9638464608017191,564.6,1.632176461048253,221.2,9.615404307672142
Geneviève Fioraso,72.71428571428588,630.0,0.4242640687119285,539.3,11.708159547939205,339.8,4.03683043983767,225.3,10.405815681627269,73.1,2.104518947408172
Geneviève Gaillard,284.5079365079364,634.8,0.12649110640673517,626.4,0.25298221281347033,604.4,2.303041467277565,395.2,1.820988742414406,360.8,1.3251415018781953
Geneviève Gosselin-Fleury,292.8730158730156,634.6,0.15491933384829668,627.2,0.18973665961010278,594.9,4.028523302650736,401.0,2.679552201394852,366.1,2.2469979973288803
Geneviève Levy,220.15873015873066,631.8,0.23664319132398462,611.6,1.1331372379372235,547.9,7.101337902113938,286.5,4.996498774141749,261.5,1.7507141400011594
George Pau-Langevin,15.642857142857094,530.5,19.06108601313157,172.7,26.290701778385447,16.6,1.2821856339859685,14.7,0.8372574275573791,13.3,1.1140017953306898
Georges Fenech,215.61111111111225,632.8,0.39496835316262996,613.4,0.8024961059095552,565.8,3.425784581668847,294.9,7.765886942262293,260.8,2.2081666603768837
Germinal Peiro,282.1190476190478,634.5,0.15811388300841897,627.1,0.3301514803843836,605.0,2.1447610589527217,399.8,2.2172054483064936,363.2,1.8644033898274266
Gilbert Collard,147.34126984126965,631.4,0.4939635614091388,604.0,0.9055385138137416,481.5,21.872014081926704,268.5,1.1937336386313322,166.8,9.405104996755751
Gilbert Le Bris,300.9047619047618,634.4,0.2097617696340303,627.7,0.3178049716414141,606.2,1.6661332479726825,412.3,6.749888887974379,368.9,1.6700299398513785
Gilbert Sauvan,293.66666666666663,634.7,0.14491376746189438,626.7,0.20248456731316586,601.8,3.045652639419013,420.1,7.094293481383471,361.6,2.3799159649029624
Gilda Hobert,123.18253968254011,633.0,0.3741657386773941,610.1,2.1654098919142304,402.4,12.875713572458807,333.9,2.692396701825345,145.8,10.735734721014671
Gilles Bourdouleix,178.87301587301596,631.8,0.3687817782917155,608.1,0.9322016949137133,514.8,10.65814242727127,274.2,2.969174969583301,243.7,1.5877657257920639
Gilles Carrez,208.93650793650863,632.9,0.3860051813123756,610.8,0.8099382692526634,551.3,3.728404484494674,288.5,5.2900850654786264,256.1,1.8732325002519041
Gilles Lurton,216.37301587301664,633.1,0.33015148038438347,610.7,0.9170605214488299,545.7,6.766165827113609,283.3,2.6871918427979793,259.7,1.8549932614432862
Gilles Savary,271.4365079365077,634.5,0.15811388300841897,626.7,0.3478505426185217,588.9,5.20086531261866,395.8,2.120377324911771,358.5,1.5313392831113553
Gisèle Biémouret,310.84920634920655,634.5,0.15811388300841897,627.4,0.2097617696340303,607.5,2.0506096654409878,405.0,1.649242250247064,370.4,1.313011804973588
Guillaume Bachelay,299.5634920634919,634.9,0.09486832980505139,627.6,0.25298221281347033,605.4,4.104144246977681,404.4,1.3431306712304651,367.0,1.0954451150103321
Guillaume Chevrollier,224.73015873015896,633.2,0.23664319132398462,609.2,1.2712198865656563,548.2,6.034567093006755,281.6,1.443606594609487,260.3,2.4659683696268284
Guillaume Garot,135.20634920634927,633.3,0.4483302354291978,607.3,4.223860793160683,411.1,5.4670833174554785,344.1,2.7584415890136222,195.7,18.030002773155637
Guillaume Larrivé,216.3809523809527,633.1,0.29832867780352595,610.1,0.7543208866258444,538.6,9.645931784954731,281.9,2.794458802702233,257.3,1.1666190466471904
Guy Bailliart,64.88888888888896,629.8,0.46475800154489,507.2,19.6595015196215,328.0,5.10098029794274,122.0,25.196031433541275,62.6,2.804282439412977
Guy Chambefort,308.03968253968264,634.7,0.14491376746189438,627.1,0.17029386365926402,608.4,2.0208908926510603,411.0,2.727636339397171,368.5,1.6324827717314507
Guy Delcourt,286.6269841269842,634.8,0.12649110640673517,626.9,0.22135943621178653,598.4,3.909475668168303,398.7,2.1215560327269225,363.0,2.039607805437114
Guy Geoffroy,229.48412698412776,633.6,0.3794733192202055,613.5,0.9300537618869136,565.5,2.205674500011278,298.1,7.019187987224733,266.6,2.272443618662518
Guy Teissier,200.14285714285762,632.6,0.28982753492378877,610.3,0.9170605214488299,519.8,15.221563651609515,275.8,2.464954360632261,255.7,1.7265572680916204
Guy-Michel Chauveau,302.37301587301585,634.7,0.14491376746189438,627.3,0.47010637094172625,608.9,2.2954302428956534,420.1,5.786968118108134,367.3,1.158015543937127
Guénhaël Huet,205.62698412698447,632.3,0.3754996671103717,608.0,1.1832159566199232,543.4,5.404072538373259,272.4,1.4505171491574995,255.4,1.9141577782408636
Gwendal Rouillard,282.97619047619065,634.6,0.20976176963403032,626.9,0.26267851073127385,594.5,4.266731770336635,398.4,2.6122786987609112,360.5,1.4916433890176295
Gwenegan Bui,257.53174603174506,634.2,0.30983866769659335,625.3,0.47010637094172625,555.1,8.674618147215472,381.1,1.4659467930317254,348.8,1.7076299364909249
Gérald Darmanin,160.4365079365079,629.3,0.7622335600063802,592.8,4.134730946506676,408.2,17.671332717143887,260.3,1.400357097314824,225.6,6.124050946881484
Gérard Bapt,287.1587301587303,634.5,0.15811388300841897,626.8,0.34058772731852804,606.7,1.4903019828209314,403.6,3.0073243922131176,360.5,1.5508062419270823
Gérard Charasse,240.37301587301548,634.9,0.09486832980505139,626.5,0.25495097567963926,607.6,0.6511528238439882,446.0,12.05404496424333,361.2,1.3023056476879764
Gérard Cherpion,227.1587301587308,631.3,0.6008327554319921,613.3,1.5687574701017362,552.3,3.896280277392785,283.0,2.019900987672415,260.9,1.1785584414868868
Gérard Menuel,73.7460317460321,625.9,1.2841339493993607,543.6,20.224341769264086,264.8,8.544940023195013,130.5,17.91382147951687,72.9,2.666270803950716
Gérard Sebaoun,257.87301587301545,634.4,0.15491933384829668,626.0,0.2449489742783178,565.2,9.36888467214748,384.0,2.3958297101421877,351.7,1.4216187955988762
Gérard Terrier,188.07936507936515,633.5,0.3807886552931954,617.4,2.182658928921328,436.3,9.700566993738047,361.4,1.3431306712304651,324.4,1.9349418595916519
Henri Emmanuelli,284.8412698412693,634.7,0.20248456731316586,626.9,0.26267851073127385,606.8,1.9068298298484843,418.4,6.505689817382935,369.1,2.6774988328662253
Henri Guaino,224.15873015872992,633.6,0.25298221281347033,618.0,0.9695359714832658,583.0,2.5999999999999996,400.7,21.69057398963891,282.6,2.9873064790878083
Henri Jibrayel,291.27777777777766,634.9,0.09486832980505139,627.2,0.3687817782917155,598.7,5.165365427537532,397.6,2.526657871576601,362.2,2.043526363911168
Henri Plagnol,7.658730158730133,536.3,21.202853581534725,7.4,0.918694726228468,7.2,0.6752777206453653,6.5,0.7905694150420948,8.1,0.8300602387778854
Hervé Féron,260.95238095238113,634.7,0.14491376746189438,626.6,0.25298221281347033,597.2,2.3613555429032704,393.4,3.1438829494750595,357.8,1.3326664999166145
Hervé Gaymard,211.38095238095266,632.6,0.47328638264796924,609.2,0.9143303560529968,539.7,6.739510367971844,276.9,3.67817889722618,254.7,1.4632156368765334
Hervé Mariton,196.11904761904697,632.1,0.41109609582188933,604.4,0.8625543461139129,465.6,22.562003457140058,265.4,2.005991026899173,248.9,1.2525973016097391
Hervé Morin,168.38095238095232,633.9,0.22135943621178653,613.2,0.9570788891204318,576.7,1.5814550262337528,321.3,11.239261541578253,234.6,4.75015789211264
Hervé Pellois,307.6825396825397,634.8,0.12649110640673517,627.3,0.317804971641414,603.9,3.1888869531546575,411.3,3.6580049207183962,371.8,1.901578291840754
Hugues Fourage,277.52380952380963,634.7,0.14491376746189438,626.2,0.39496835316262996,600.9,3.128737764658457,401.7,4.000124998046935,362.7,1.5559562975867924
Huguette Bello,167.22222222222157,634.6,0.20976176963403032,622.8,0.4427188724235731,593.4,1.39427400463467,389.1,7.814665699823633,291.9,6.342633522441605
Hélène Geoffroy,258.69047619047547,634.3,0.2469817807045694,626.1,0.3591656999213594,553.0,8.56971411425142,387.2,1.9989997498749217,350.7,1.9028925350633965
Hélène Vainqueur-Christophe,153.48412698412676,632.5,0.3807886552931954,611.5,4.104266073246226,390.4,1.945250626526052,347.3,0.7880355321938217,288.0,5.232590180780452
Ibrahim Aboubacar,282.1746031746034,634.8,0.12649110640673517,626.2,0.27568097504180444,591.1,5.537959913181025,401.9,2.8335490113989557,361.8,1.9483326204732085
Isabelle Attard,212.84920634920596,634.3,0.20248456731316586,624.7,0.47010637094172625,605.2,0.732120208708925,473.8,22.720827449721103,352.7,3.5610391741737413
Isabelle Bruneau,290.27777777777726,634.4,0.2097617696340303,627.0,0.31622776601683794,588.5,7.051595564125894,397.4,2.320344801963708,359.9,2.4997999919993594
Isabelle Le Callennec,218.53174603174693,633.5,0.40620192023179796,611.1,0.7674633541739957,563.4,4.135698248180106,294.6,4.966286338905561,263.4,1.9141577782408636
Jacqueline Fraysse,214.15873015873044,634.6,0.15491933384829668,623.3,0.6640783086353597,603.2,1.0564090116995404,572.8,1.5671630419327787,286.4,14.632976457303549
Jacqueline Maquet,299.28571428571416,634.7,0.14491376746189438,626.6,0.20976176963403032,596.6,2.522696969514967,398.2,2.2081666603768837,365.5,1.656804152578089
Jacques Alain Bénisti,220.0793650793655,632.5,0.4743416490252569,611.2,1.1117553687749837,549.0,4.168932717135166,282.7,2.6345777650318083,264.6,2.2369622258768698
Jacques Bompard,118.10317460317512,629.5,0.7648529270389176,582.9,3.2877043662713956,291.9,6.155404129705864,246.8,1.6601204775557703,124.9,7.3081461397539105
Jacques Cresta,294.7142857142856,634.6,0.20976176963403032,627.0,0.4242640687119285,602.8,4.081176301019107,404.8,2.88027776438315,361.3,1.1406138698087096
