;@xsi:type;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];regimeJuridique[1];regime[1];legislature[1];secretariat[1];secretariat[1]/secretaire01[1];secretariat[1]/secretaire02[1];positionPolitique[1]
;OrganeExterne_Type;PO702938;MINISTERE;Ministère du travail, de l'emploi, de la formation professionnelle et du dialogue social;du travail, de l'emploi, de la formation professionnelle et du dialogue social;Travail, emploi, formation professionnelle et dialogue social;TRE;;2014-08-27;;2015-09-02;;;;;;;
;OrganeExterne_Type;PO702942;MINISTERE;Secrétariat d'État, auprès du ministre de l'économie, de l'industrie et du numérique, chargé du commerce, de l'artisanat, de la consommation et de l'économie sociale et solidaire;, auprès du ministre de l'économie, de l'industrie et du numérique, chargée du commerce, de l'artisanat, de la consommation et de l'économie sociale et solidaire;Commerce, artisanat, consommation et économie sociale;ACC;;2014-08-27;;2015-06-17;;;;;;;
;OrganeExtraParlementaire_type;PO307800;ORGEXTPARL;Conseil d'administration de l'Institut national des hautes études de sécurité et de justice;du conseil d'administration de l'Institut national des hautes études de sécurité et de justice;Hautes études de sécurité;202;;;;;Article D. 123-18-2° du code de la sécurité intérieure;;;;;;
;OrganeExtraParlementaire_type;PO307788;ORGEXTPARL;Conseil d'orientation de l'Agence de la biomédecine;du conseil d'orientation de l'Agence de la biomédecine;Agence de la biomédecine;199;;;;;Articles L. 1418-4 et R. 1418-19 du code de la santé publique;;;;;;
;OrganeExtraParlementaire_type;PO307796;ORGEXTPARL;Conseil d'orientation de l'Observatoire national de la délinquance et des réponses pénales;du Conseil d'orientation de l'Observatoire national de la délinquance et des réponses pénales;Délinquance et réponses pénales;203;;;;;Article R. 123-8 et s. du code de la sécurité intérieure;;;;;;
;OrganeExtraParlementaire_type;PO308067;ORGEXTPARL;Conseil d'administration de l'Ecole nationale d'administration;du conseil d'administration de l'Ecole nationale d'administration;ENA;204;;;;;Article 4 du décret n° 2002-49 du 10 janvier 2002;;;;;;
;OrganeExterne_Type;PO702912;MINISTERE;Ministère de l'économie, de l'industrie et du numérique;de l'économie, de l'industrie et du numérique;Économie, industrie et numérique;ECO;;2014-08-27;;2016-08-30;;;;;;;
;OrganeExtraParlementaire_type;PO309245;ORGEXTPARL;Conférence nationale des services d'incendie et de secours;de la Conférence nationale des services d'incendie et de secours;Incendie et secours;205;;;;;Article 1er du décret n° 2004-1156 du 29 octobre 2004;;;;;;
;OrganeExtraParlementaire_type;PO309456;ORGEXTPARL;Conseil d'administration de l'Etablissement public du musée du quai Branly;du conseil d'administration de l'Etablissement public du musée du quai Branly;Musée du quai Branly;208;;;;;Article 6 du décret n° 2004-1350 du 9 décembre 2004;;;;;;
;OrganeParlementaire_Type;PO309463;GROUPESENAT;UDI-UC;de l'UDI-UC;UDI-UC;UCPOL;;1995-10-02;;;;;;;;;
;OrganeParlementaire_Type;PO704399;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant diverses dispositions d'adaptation de la législation au droit de l'Union européenne en matière économique et financière;du projet de loi portant diverses dispositions d'adaptation de la législation au droit de l'Union européenne en matière économique et financière;adaptation au droit de l'UE en matière économique et financière;2148;;2014-10-17;;2014-12-18;;5ème République;14;;;;
;OrganeParlementaire_Type;PO704393;CMP;Commission mixte paritaire paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi renforçant les dispositions relatives à la lutte contre le terrorisme;du projet de loi renforçant les dispositions relatives à la lutte contre le terrorisme;Terrorisme;2110;;2014-10-17;;2014-10-30;;5ème République;14;;;;
;OrganeExterne_Type;PO310693;DELEGSENAT;Délégation aux droits des femmes et à l'égalité des chances entre les hommes et les femmes;de la délégation aux droits des femmes et à l'égalité des chances entre les hommes et les femmes;Droits des femmes;211DE;;1999-07-12;;;;;;;;;
;OrganeExtraParlementaire_type;PO311260;ORGEXTPARL;Conseil national de la formation professionnelle tout au long de la vie;du Conseil national de la formation professionnelle tout au long de la vie;Formation professionnelle tout au long de la vie;211;;2005-03-04;;2017-06-27;Article D. 6123-2 du code du travail;;;;;;
;OrganeExtraParlementaire_type;PO311255;ORGEXTPARL;Conseil national de sécurité civile;du Conseil national de sécurité civile;Sécurité civile;210;;2005-03-04;;;Article 2 du décret n° 2005-99 du 8 février 2005;;;;;;
;OrganeExtraParlementaire_type;PO312834;ORGEXTPARL;Conseil d'orientation pour l'emploi;du Conseil d'orientation pour l'emploi;Emploi;213;;2005-04-07;;;Article 3 du décret n° 2005-326 du 7 avril 2005;;;;;;
;OrganeExtraParlementaire_type;PO312799;ORGEXTPARL;Conseil de la Caisse nationale de solidarité pour l'autonomie;du conseil de la Caisse nationale de solidarité pour l'autonomie;Caisse nationale de solidarité pour l'autonomie (CNSA);212;;2005-05-10;;;Article R. 14-10-2 du code de l’action sociale et des familles;;;;;;
;OrganeExtraParlementaire_type;PO312952;ORGEXTPARL;Commission nationale d'agrément des associations représentant les usagers dans les instances hospitalières ou de santé publique;de la Commission nationale d'agrément des associations représentant les usagers dans les instances hospitalières ou de santé publique;Agrément des associations d'usagers;214;;2005-03-31;;;Articles R. 1114-5 et R. 1114-6 du code de la santé publique;;;;;;
;OrganeExtraParlementaire_type;PO322336;ORGEXTPARL;Conférence de la ruralité;de la Conférence de la ruralité;Ruralité;220;;2005-11-17;;;Article 1er du décret n° 2005-1424 du 17 novembre 2005;;;;;;
;OrganeExtraParlementaire_type;PO322345;ORGEXTPARL;Conseil d'administration du Centre national des oeuvres universitaires et scolaires;du conseil d'administration du Centre national des oeuvres universitaires et scolaires;CNOUS;222;;2005-08-22;;;Article 3 du décret n° 87-155 du 5 mars 1987;;;;;;
;OrganeExtraParlementaire_type;PO316791;ORGEXTPARL;Observatoire économique de l'achat public;de l'Observatoire économique de l'achat public;Achat public;218;;2005-11-10;;2017-04-12;Article 3 de l’arrêté du 10 novembre 2005;;;;;;
;OrganeExtraParlementaire_type;PO323289;ORGEXTPARL;Conseil de modération et de prévention;du Conseil de modération et de prévention;Modération et prévention;225;;2006-02-14;;2014-02-17;Articles 2 et 3 du décret n° 2006-159 du 14 février 2006;;;;;;
;OrganeExtraParlementaire_type;PO323296;ORGEXTPARL;Commissariat général à la stratégie et à la prospective;du Commissariat général à la stratégie et à la prospective;Commissariat général à la stratégie et à la prospective;224;;2006-03-06;;2017-06-27;Décret n° 2013-333 du 22 avril 2013;;;;;;
;OrganeExtraParlementaire_type;PO323282;ORGEXTPARL;Commission nationale de présélection des pôles d'excellence rurale;de la Commission nationale de présélection des pôles d'excellence rurale;Pôles d'excellence rurale;227;;2006-04-12;;2017-06-27;Article 2 du décret n° 2006-429 du 12 avril 2006;;;;;;
;OrganeExtraParlementaire_type;PO324612;ORGEXTPARL;Conseil d'administration des Parcs nationaux de France;du conseil d'administration des Parcs nationaux de France;Parcs nationaux;230;;2006-04-15;;2017-06-26;Article R 331-26 du code de l’environnement;;;;;;
;OrganeExtraParlementaire_type;PO324614;ORGEXTPARL;Conseil d'administration de l'Agence des aires marines protégées;du conseil d'administration de l'Agence des aires marines protégées;Aires marines protégées;231;;2006-04-15;;2017-06-26;Article L. 334-2 du code de l’environnement;;;;;;
;OrganeExtraParlementaire_type;PO324183;ORGEXTPARL;Conseil d'orientation des finances publiques;du Conseil d'orientation des finances publiques;Finances publiques;228;;2006-05-05;;2017-06-27;Article 5 du décret n° 2006-515 du 5 mai  2006;;;;;;
;OrganeExtraParlementaire_type;PO326044;ORGEXTPARL;Comité de suivi de l'Agence française de l'adoption;du comité de suivi de l'Agence française de l'adoption;Agence de l'adoption;234;;2005-12-12;;;Article 34 de la convention constitutive du GIP « Agence française de l’adoption »;;;;;;
;OrganeParlementaire_Type;PO701489;MISINFOPRE;Mission d'information sur le crédit d'impôt pour la compétitivité et l'emploi;de la mission d'information sur le crédit d'impôt pour la compétitivité et l'emploi;Crédit d'impôt compétitivité et emploi;MI_CICE;;2014-05-13;;2014-10-02;;5ème République;14;;;;
;OrganeExtraParlementaire_type;PO382559;ORGEXTPARL;Haut comité pour la transparence et l'information sur la sécurité nucléaire;du Haut comité pour la transparence et l'information sur la sécurité nucléaire;Sécurité nucléaire;233;;2006-12-15;;;Article L. 125-37 du code de l’environnement;;;;;;
;OrganeExterne_Type;PO382940;PRESREP;Présidence de la République : M. Nicolas Sarkozy;de la République;Présidence de la République;PRESI;;2007-05-16;;2012-05-15;;;;;;;
;OrganeExtraParlementaire_type;PO383109;ORGEXTPARL;Conseil d'administration de l'Agence nationale pour la cohésion sociale et l'égalité des chances;du conseil d'administration de l'Agence nationale pour la cohésion sociale et l'égalité des chances;Cohésion sociale et égalité des chance;232;;2006-07-28;;2017-01-01;Article R. 121-14 du code de l’action sociale et des familles;;;;;;
;OrganeParlementaire_Type;PO701621;GE;Développement de la méthanisation;Développement de la méthanisation;Développement de la méthanisation;DÉVELOPPEM;;;2014-04-16;2017-06-20;;5ème République;14;;;;
;OrganeExtraParlementaire_type;PO394823;ORGEXTPARL;Commission du Fonds national pour l'archéologie préventive;de la commission du Fonds national pour l'archéologie préventive;Archéologie préventive;198;;;;2017-06-27;Articles L. 524-14, R. 524-11 et R. 524-12 du code du patrimoine;;;;;;
;OrganeExtraParlementaire_type;PO394850;ORGEXTPARL;Conseil d'orientation de l'observatoire national des zones urbaines sensibles;du conseil d'orientation de l'Observatoire national des zones urbaines sensibles;Zones urbaines sensibles;207;;;;2015-01-27;Article 3 du décret n° 2011-628 du 1er juin 2011;;;;;;
;OrganeExtraParlementaire_type;PO394834;ORGEXTPARL;Commission nationale de l'admission exceptionnelle au séjour;de la Commission nationale de l'admission exceptionnelle au séjour;Admission au séjour;235;;2006-10-20;;2014-02-17;Article R. 313-33 du code de l’entrée et du séjour des étrangers et du droit d’asile;;;;;;
;OrganeParlementaire_Type;PO395066;API;Délégation de l'Assemblée nationale à l'Assemblée parlementaire de la coopération économique de la mer Noire;de la délégation de l'Assemblée nationale à l'Assemblée parlementaire de la coopération économique de la mer Noire;Assemblée mer Noire;AE NOIRE;;1993-02-26;;;;5ème République;;;;;
;OrganeExtraParlementaire_type;PO395489;ORGEXTPARL;Conseil de l'immobilier de l'Etat ;du Conseil de l'immobilier de l'Etat;Immobilier de l'Etat;236;;2006-10-16;;;Article 2 du décret n° 2006-1267 du 16 octobre 2006;;;;;;
;OrganeParlementaire_Type;PO402232;OFFPAR;Délégation parlementaire au renseignement;de la délégation parlementaire au renseignement;Délégation parlementaire au renseignement;DPR;;2007-10-10;;;;5ème République;;;;;
;OrganeExtraParlementaire_type;PO394842;ORGEXTPARL;Conseil d'administration de l'Office français de protection des réfugiés et apatrides;du conseil d'administration de l'Office français de protection des réfugiés et apatrides ;Réfugiés et apatrides;196;;;;;Article L. 722-1 du code de l’entrée et du séjour des étrangers et du droit d’asile;;;;;;
;OrganeExtraParlementaire_type;PO394845;ORGEXTPARL;Conseil d'administration de l'Office franco-allemand pour la jeunesse;du conseil d'administration de l'Office franco-allemand pour la jeunesse;Office franco-allemand jeunesse;226;;;;;Article 26 de l’accord sur l’OFAJ du 26 avril 2005 approuvé par la loi n° 2006-71 du 25 janvier 2006;;;;;;
;OrganeExtraParlementaire_type;PO405049;ORGEXTPARL;Commission nationale des compétences et des talents;de la Commission nationale des compétences et des talents;Compétences et talents;241;;2007-03-21;;2014-02-17;Article R. 315-2 du code de l’entrée et du séjour des étrangers et du droit d’asile;;;;;;
;OrganeExterne_Type;PO405191;DELEGSENAT;Délégation parlementaire au renseignement;;Délégation parlementaire au renseignement;RENSE;;2007-10-10;;;;;;;;;
;OrganeExtraParlementaire_type;PO408286;ORGEXTPARL;Comité de suivi de la loi relative aux libertés et responsabilités des universités;du Comité de suivi de la loi relative aux libertés et responsabilités des universités;Universités;242;;2008-01-23;;2017-06-27;Article 2 du décret n° 2008-72 du 23 janvier 2008;;;;;;
;OrganeExtraParlementaire_type;PO407326;ORGEXTPARL;Conseil d'administration de l'Institut des hautes études pour la science et la technologie;du conseil d'administration de l'Institut des hautes études pour la science et la technologie;Science et technologie;239;;2007-04-27;;;Article 7 du décret n° 2007-634 du 27 avril 2007;;;;;;
;OrganeParlementaire_Type;PO416588;OFFPAR;Groupe de travail Assemblée nationale - Sénat sur la crise financière internationale;du groupe de travail Assemblée nationale - Sénat sur la crise financière internationale;groupe de travail Assemblée - Sénat sur la crise financière internationale;GRPCRISE;;2008-10-29;;2012-06-19;;5ème République;;;;;
;OrganeExtraParlementaire_type;PO415381;ORGEXTPARL;Commission nationale chargée de l'examen du respect des obligations de réalisation de logements sociaux;de la Commission nationale chargée de l'examen du respect des obligations de réalisation de logements sociaux;Réalisation de logements sociaux;243;;2008-06-13;;;Article L. 302-9-1-1 du code de la construction et de l’habitation;;;;;;
