;@xsi:type;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];regimeJuridique[1];regime[1];legislature[1];secretariat[1];secretariat[1]/secretaire01[1];secretariat[1]/secretaire02[1];positionPolitique[1]
;OrganeExterne_Type;PO702906;MINISTERE;Ministère de la défense;de la défense;Défense;DEF;;2014-08-27;;2016-12-06;;;;;;;
;OrganeExterne_Type;PO702890;MINISTERE;Secrétariat d'État, auprès du Premier ministre, chargé de la réforme de l'État et de la simplification;, auprès du Premier ministre, chargé de la réforme de l'État et de la simplification;Réforme de l'État et simplification;REF;;2014-08-27;;2015-06-17;;;;;;;
;OrganeExterne_Type;PO702894;MINISTERE;Secrétariat d'État, auprès du ministre des affaires étrangères et du développement international, chargé des affaires européennes;, auprès du ministre des affaires étrangères et du développement international, chargé des affaires européennes;Affaires européennes;AEU;;2014-08-27;;2016-12-06;;;;;;;
;OrganeExterne_Type;PO702892;MINISTERE;Ministère des affaires sociales, de la santé et des droits des femmes;des affaires sociales, de la santé et des droits des femmes;Affaires sociales, santé et droits des femmes;ASO;;2014-08-27;;2016-02-12;;;;;;;
;OrganeExterne_Type;PO702884;MINISTERE;Premier ministre;;Premier ministre;PMI;;2014-08-26;;2016-12-06;;;;;;;
;OrganeExterne_Type;PO702886;MINISTERE;Secrétariat d'État, auprès du Premier ministre, chargé des relations avec le Parlement;, auprès du Premier ministre, chargé des relations avec le Parlement;Relations avec le Parlement;PAR;;2014-08-27;;2016-12-06;;;;;;;
;OrganeExterne_Type;PO702953;MINISTERE;Secrétariat d'État, auprès du ministre de la ville, de la jeunesse et des sports, chargé de la politique de la ville;, auprès du ministre de la ville, de la jeunesse et des sports, chargée de la politique de la ville;Politique de la ville;VIL;;2014-08-27;;2015-09-03;;;;;;;
;OrganeExterne_Type;PO702946;MINISTERE;Secrétariat d'État, auprès de la ministre de la décentralisation et de la fonction publique, chargé de la réforme territoriale;, auprès de la ministre de la décentralisation et de la fonction publique, chargé de la réforme territoriale;Réforme territoriale;RTE;;2014-08-27;;2016-02-12;;;;;;;
;OrganeExterne_Type;PO702944;MINISTERE;Secrétariat d'État, auprès du ministre de l'économie, de l'industrie et du numérique, chargé du numérique;, auprès du ministre de l'économie, de l'industrie et du numérique, chargée du numérique;Numérique;NUM;;2014-08-27;;2016-08-30;;;;;;;
;OrganeParlementaire_Type;PO711732;MISINFOCOM;Mission d'information commune sur l'extraterritorialité de la législation américaine;de la mission d'information commune sur l'extraterritorialité de la législation américaine;Extraterritorialité de la législation américaine;MICEXTRAEU;;2016-01-27;;2016-10-05;;5ème République;14;;;;
;OrganeExterne_Type;PO714740;MINISTERE;Secrétariat d'État, auprès du ministère de l'économie et des finances, chargé du numérique et de l'innovation;, auprès du ministre de l'économie et des finances, chargée du numérique et de l'innovation;Numérique et innovation;NUM;;2016-09-02;;2016-12-06;;;;;;;
;OrganeParlementaire_Type;PO699474;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de programmation pour la ville et la cohésion urbaine;du projet de loi de programmation pour la ville et la cohésion urbaine;Programmation pour la ville et la cohésion urbaine;1337;;2014-01-16;;2014-02-17;;5ème République;14;;;;
;OrganeParlementaire_Type;PO716786;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi portant réforme de la prescription en matière pénale;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi portant réforme de la prescription en matière pénale;Réforme de la prescription pénale;2931;;2017-02-08;;2017-02-14;;5ème République;14;;;;
;OrganeParlementaire_Type;PO701167;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi visant à lutter contre les fraudes et les abus constatés lors des détachements de travailleurs et la concurrence déloyale;de la proposition de loi visant à lutter contre les fraudes et les abus constatés lors des détachements de travailleurs et la concurrence déloyale;Travailleurs détachés;1686;;2014-05-07;;2014-06-26;;5ème République;14;;;;
;OrganeParlementaire_Type;PO715055;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi relative à la régulation, à la responsabilisation et à la simplification dans le secteur du transport public particulier de personn;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi relative à la régulation, à la responsabilisation et à la simplification dans le secteur du transport public particulier de p;Régulation du secteur du transport public de personnes;3855;;2016-11-03;;2016-12-01;;5ème République;14;;;;
;OrganeParlementaire_Type;PO711936;MISINFO;Protection sociale des militaires;de la mission d'information sur la protection sociale des militaires;Protection sociale des militaires;PROSOC;;2016-03-16;;2017-02-22;;5ème République;14;;;;
;OrganeParlementaire_Type;PO708503;MISINFO;La diplomatie sportive de la France et son impact économique;de la mission d'information sur la diplomatie sportive de la France et son impact économique;Diplomatie sportive de la France;DIPSPO;;2015-03-04;;2016-06-08;;5ème République;14;;;;
;OrganeExterne_Type;PO702924;MINISTERE;Secrétariat d'État, auprès du ministre de la défense, chargé des anciens combattants et de la mémoire;, auprès du ministre de la défense, chargé des anciens combattants et de la mémoire;Anciens combattants et mémoire;ACO;;2014-08-27;;2014-11-21;;;;;;;
;OrganeExterne_Type;PO702928;MINISTERE;Secrétariat d'État, auprès de la ministre des affaires sociales, de la santé et des droits des femmes, chargé de la famille, des personnes âgées et de l'autonomie;, auprès de la ministre des affaires sociales, de la santé et des droits des femmes, chargée de la famille, des personnes âgées et de l'autonomie;Famille, personnes âgées et autonomie;FAM;;2014-08-27;;2015-06-17;;;;;;;
;OrganeExterne_Type;PO702936;MINISTERE;Ministère des outre-mer;des outre-mer;Outre-mer;OUT;;2014-08-27;;2016-08-30;;;;;;;
;OrganeExterne_Type;PO702934;MINISTERE;Secrétariat d'État, auprès de la ministre des affaires sociales, de la santé et des droits des femmes, chargé des des droits des femmes;, auprès de la ministre des affaires sociales, de la santé et des droits des femmes, chargée des des droits des femmes;Droits des femmes;FEM;;2014-08-27;;2016-02-12;;;;;;;
;OrganeExterne_Type;PO702930;MINISTERE;Secrétariat d'État, auprès de la ministre des affaires sociales, de la santé et des droits des femmes, chargé des personnes handicapées et de la lutte contre l'exclusion;, auprès de la ministre des affaires sociales, de la santé et des droits des femmes, chargée des personnes handicapées et de la lutte contre l'exclusion;Handicapés et lutte contre l'exclusion;HAN;;2014-08-27;;2016-02-12;;;;;;;
;OrganeExterne_Type;PO714737;MINISTERE;Secrétariat d'État, auprès du ministère de l'économie et des finances, chargé du budget et des comptes publics;, auprès du ministre de l'économie et des finances, chargé du budget et des comptes publics;Budget et comptes publics;BUD;;2016-09-02;;2016-12-06;;;;;;;
;OrganeParlementaire_Type;PO711338;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif aux réseaux des chambres de commerce et d'industrie et des chambres de métiers et de l'artisanat;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif aux réseaux des chambres de commerce et d'industrie et des chambres de métiers et de l'artisanat;Chambres de commerce et d'industrie;3262;;2016-01-29;;2016-02-11;;5ème République;14;;;;
;OrganeExtraParlementaire_type;PO716998;ORGEXTPARL;Comité stratégique de l’établissement public société canal seine-nord europe;du comité stratégique de l’établissement public société canal seine-nord europe;Comité stratégique Canal Seine-Nord Europe;359;;2016-04-21;;;ordonnance n° 2016-489 du 21 avril 2016;;;;;;
;OrganeParlementaire_Type;PO711331;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi relative à la prévention et à la lutte contre les incivilités, contre les atteintes à la sécurité publique et contre les actes terroristes dans les transports collectifs de voyageurs. ;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi relative à la prévention et à la lutte contre les incivilités, contre les atteintes à la sécurité publique et contre les actes terroristes dans les transports collectifs de voyageurs. ;Transports publics de voyageurs;3109;;2016-01-29;;2016-03-09;;5ème République;14;;;;
;OrganeParlementaire_Type;PO712534;MISINFO;Côte d'Ivoire;de la mission d'information sur la Côte d'Ivoire;Côte d'Ivoire;CIVOIRE;;2016-04-27;;2017-02-15;;5ème République;14;;;;
;OrganeParlementaire_Type;PO733946;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi pour la confiance dans la vie politique;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi pour la confiance dans la vie politique;Confiance dans la vie politique;98;;2017-07-25;;2017-08-01;;5ème République;15;;;;
;OrganeParlementaire_Type;PO712526;MISINFO;Acteurs bilatéraux et multilatéraux de l'aide au développement;de la mission d'information sur les acteurs bilatéraux et multilatéraux de l'aide au développement;Aide au développement;AIDDEV;;2016-04-27;;2017-02-21;;5ème République;14;;;;
;OrganeParlementaire_Type;PO733907;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social;Renforcement du dialogue social;4;;2017-07-25;;2017-07-31;;5ème République;15;;;;
;OrganeParlementaire_Type;PO712538;MISINFO;Les Balkans;de la mission d'information sur les Balkans;Les Balkans;BALKANS;;2016-04-27;;2017-02-22;;5ème République;14;;;;
;OrganeParlementaire_Type;PO712541;MISINFO;Situation migratoire en Europe;de la mission d'information sur la situation migratoire en Europe;Situation migratoire en Europe;MIGEUROPE;;2016-04-27;;2017-02-22;;5ème République;14;;;;
;OrganeParlementaire_Type;PO710225;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi portant dématérialisation du Journal officiel de la République française;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi portant dématérialisation du Journal officiel de la République française;Dématérialisation du JORF;3122;;2015-11-19;;2015-11-25;;5ème République;14;;;;
;OrganeParlementaire_Type;PO710237;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi relative à la protection de l'enfant;de la commission mixte paritiaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi relative à la protection de l'enfant;Protection de l'enfant;2652;;2015-11-19;;2016-02-11;;5ème République;14;;;;
;OrganeExterne_Type;PO703099;MINISTERE;Secrétariat d'État, auprès du ministre des affaires étrangères et du développement international, chargé du commerce extérieur, de la promotion du tourisme et des Français de l'étranger;, auprès du ministre des affaires étrangères et du développement international, chargé du commerce extérieur, de la promotion du tourisme et des Français de l'étranger;Commerce extérieur, tourisme et Français de l'étranger;CEX;;2014-09-05;;2016-12-06;;;;;;;
;OrganeParlementaire_Type;PO707789;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi tendant à faciliter l'inscription sur les listes électorales;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi tendant à faciliter l'inscription sur les listes électorales;Délais d'inscription sur les listes électorales;2619;;2015-05-21;;2015-06-11;;5ème République;14;;;;
;OrganeParlementaire_Type;PO701178;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi relative aux comptes bancaires inactifs et aux contrats d'assurance-vie en déshérence;de la proposition de loi relative aux comptes bancaires inactifs et aux contrats d'assurance-vie en déshérence;Comptes en déshérence;1546;;2014-05-09;;2014-06-10;;5ème République;14;;;;
;OrganeExterne_Type;PO706466;MINISTERE;Ministère de l'éducation nationale, de l'enseignement supérieur et de la recherche;de l'éducation nationale, de l'enseignement supérieur et de la recherche;Éducation nationale, enseignement supérieur et recherche;EDU;;2015-03-06;;2016-12-06;;;;;;;
;OrganeParlementaire_Type;PO707637;MISINFO;Financement public de l'audiovisuel en France;de la mission d'information sur le financement public de l'audiovisuel en France;Financement public de l'audiovisuel en France;AUDIODIV;;2015-02-11;;2015-09-30;;5ème République;14;;;;
;OrganeParlementaire_Type;PO710316;MISINFO;Enjeux et impacts de l'effacement électrique diffus;de la mission d'information relative aux enjeux et aux impacts de l'effacement électrique diffus;Effacement électrique diffus;EIEED;;2015-11-10;;2016-04-26;;5ème République;14;;;;
;OrganeExtraParlementaire_type;PO309242;ORGEXTPARL;Conseil d'orientation de l'Observatoire des terrritoires;du conseil d'orientation de l'Observatoire des terrritoires;Observatoire des territoires;206;;;;;Article 3 du décret n° 2011-887 du 26 juillet 2011;;;;;;
;OrganeExterne_Type;PO702940;MINISTERE;Ministère de la ville, de la jeunesse et des sports;de la ville, de la jeunesse et des sports;Ville, jeunesse et sports;VJS;;2014-08-27;;2015-09-02;;;;;;;
;OrganeParlementaire_Type;PO706223;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi portant diverses dispositions tendant à la modernisation du secteur de la presse;de la proposition de loi portant diverses dispositions tendant à la modernisation du secteur de la presse;Modernisation de la presse;2224;;2015-02-06;;2015-04-02;;5ème République;14;;;;
;OrganeParlementaire_Type;PO699729;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la consommation;du projet de loi relatif à la consommation;Projet de loi relatif à la consommation;1015;;2014-01-30;;2014-02-17;;5ème République;14;;;;
;OrganeParlementaire_Type;PO716199;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de modernisation, de développement et de protection des territoires de montagne;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de modernisation, de développement et de protection des territoires de montagne;Modernisation, développement et protection des territoires de montagne;4034;;2016-12-15;;2016-12-20;;5ème République;14;;;;
;OrganeParlementaire_Type;PO716192;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de finances rectificative pour 2016;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de finances rectificative pour 2016;PLFR pour 2016;4235;;2016-12-15;;2016-12-20;;5ème République;14;;;;
;OrganeExtraParlementaire_type;PO709147;ORGEXTPARL;Conférence nationale du sport;de la Conférence nationale du sport ;Conférence nationale du sport;293;;2012-01-16;;2017-06-27;articles D. 142-40 et 142-41 du code du sport;;;;;;
;OrganeExtraParlementaire_type;PO709158;ORGEXTPARL;Conseil national du développement et de la solidarité internationale;du Conseil national du développement et de la solidarité internationale;Développement et solidarité;318;;2013-12-11;;;décret n° 2013-1154 du 11 décembre 2013 créant un Conseil national du développement et de la solidarité internationale;;;;;;
;OrganeExtraParlementaire_type;PO709169;ORGEXTPARL;Conseil national de l'emploi, de la formation et de l'orientation professionnelles;du Conseil national de l'emploi, de la formation et de l'orientation professionnelles;Emploi, formation et orientation;325;;2014-08-22;;;articles R. 6123-1-8 et R. 6123-1-11 du code du travail;;;;;;
;OrganeExtraParlementaire_type;PO709174;ORGEXTPARL;Comité chargé d'assister la plate-forme nationale des interceptions judiciaires;du Comité chargé d'assister la plate-forme nationale des interceptions judiciaires;Comité code procédure pénale;326;;2014-10-09;;;article R. 40-54 du code de procédure pénale;;;;;;
;OrganeExtraParlementaire_type;PO709179;ORGEXTPARL;Agence Business France;de l'Agence Business France;Business France;329;;2014-12-22;;;article 7 du décret n° 2014-1571 du 22 décembre 2014 relatif à l'Agence Business France;;;;;;
;OrganeExtraParlementaire_type;PO709182;ORGEXTPARL;Centre national du livre;du Centre national du livre;Centre national du livre;330;;1946-10-11;;;loi du 11 octobre 1946 et décret n° 2014-1435 du 1er décembre 2014 relatif au Centre national du livre;;;;;;
;OrganeExtraParlementaire_type;PO709185;ORGEXTPARL;Haut conseil de l'évaluation de la recherche et de l'enseignement supérieur;du Haut conseil de l'évaluation de la recherche et de l'enseignement supérieur;Évaluation recherche;331;;2014-11-14;;;article L. 114-3-3 du code de la recherche;;;;;;
;OrganeExtraParlementaire_type;PO709190;ORGEXTPARL;Conseil supérieur de la construction et de l'efficacité énergétique;du Conseil supérieur de la construction et de l'efficacité énergétique;Construction et efficacité énergétique;334;;2015-03-23;;;article 2 du décret n° 2015-77 du 27 janvier 2015 relatif aux instances en charge de la politique de la ville;;;;;;
;OrganeParlementaire_Type;PO715260;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à une liaison ferroviaire entre Paris et l'aéroport Paris-Charles de Gaulle;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à une liaison ferroviaire entre Paris et l'aéroport Paris-Charles de Gaulle;Liaison ferroviaire entre Paris et l'aéroport Paris-Charles de Gaulle;3926;;2016-11-08;;2016-12-01;;5ème République;14;;;;
;OrganeExtraParlementaire_type;PO709162;ORGEXTPARL;Comité national d'orientation et de suivi du fods de soutien mentionné à l'article 92 de la loi du 29 décembre 2013 de finances pour 2014;du Comité national d'orientation et de suivi du fods de soutien mentionné à l'article 92 de la loi du 29 décembre 2013 de finances pour 2014;Fonds de soutien;322;;2014-04-29;;;article 10 du décret n° 2014-444 du 29 avril 2014 relatif au Fonds de soutien aux collectivités territoriales et à certains établissements publics ayant souscrit des contrats de prêt ou des contrats financiers structurés à risque;;;;;;
;OrganeExterne_Type;PO705751;COMSPSENAT;Commission spéciale sur le projet de loi pour la croissance et l'activité;;Commission spéciale sur le projet de loi pour la croissance et l'activité;CROIS;;2015-01-15;;2015-12-08;;;;;;;
;OrganeParlementaire_Type;PO711194;MISINFO;Application de la loi n °2014-872 du 4 août 2014 portant réforme du système ferroviaire;de la mission sur la mise en application de la loi n °2014-872 du 4 août 2014 portant réforme du système ferroviaire;Réforme du système ferroviaire;SYSTFER;;2016-01-01;;2016-10-19;;5ème République;14;;;;
;OrganeParlementaire_Type;PO710144;MISINFO;Le rôle de la Marine nationale en Méditerranée;Mission d'nformation sur le rôle de la Marine nationale en Méditerranée;Le rôle de la Marine nationale en Méditerranée;MARINE;;2015-11-03;;2017-02-07;;5ème République;14;;;;
;OrganeParlementaire_Type;PO710138;MISINFO;La présence et l'emploi des forcées armées sur le territoire national ;de la mission d'information sur la présence et l'emploi des forcées armées sur le territoire national ;La présence et l'emploi des forcées armées sur le territoire national ;FORCARM;;2015-11-03;;2016-06-22;;5ème République;14;;;;
;OrganeParlementaire_Type;PO709677;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant diverses dispositions relatives à la maîtrise de l'immigration;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant diverses dispositions relatives à la maîtrise de l'immigration;Maîtrise de l'immigration;2183;;2015-10-14;;2015-11-25;;5ème République;14;;;;
;OrganeParlementaire_Type;PO733952;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique pour la confiance dans la vie politique;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique pour la confiance dans la vie politique;Confiance dans la vie politique (organique);99;;2017-07-25;;2017-08-01;;5ème République;15;;;;
;OrganeParlementaire_Type;PO714945;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à l'égalité et à la citoyenneté;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à l'égalité et à la citoyenneté;Egalité et citoyenneté;3679;;2016-10-19;;2016-10-26;;5ème République;14;;;;
;OrganeParlementaire_Type;PO710231;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi organique portant dématérialisation du Journal officiel de la République française;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi organique portant dématérialisation du Journal officiel de la République française;Dématérialisation du JORF (organique);3121;;2015-11-19;;2015-11-25;;5ème République;14;;;;
;OrganeParlementaire_Type;PO709717;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi visant à renforcer la lutte contre le système prostitutionnel et à accompagner les personnes prostituées;de la proposition de loi visant à renforcer la lutte contre le système prostitutionnel et à accompagner les personnes prostituées;Système prostitutionnel;1437;;2015-10-15;;2015-11-19;;5ème République;14;;;;
;OrganeParlementaire_Type;PO709711;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi tendant à consolider et clarifier l'organisation de la manutention dans les ports maritimes;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi tendant à consolider et clarifier l'organisation de la manutention dans les ports maritimes;Ports maritimes;2790;;2015-10-15;;2015-11-18;;5ème République;14;;;;
;OrganeParlementaire_Type;PO713419;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la liberté de la création, à l'architecture et au patrimoine;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la liberté de la création, à l'architecture et au patrimoine;Création, architecture et patrimoine;2954;;2016-05-26;;2016-06-22;;5ème République;14;;;;
;OrganeParlementaire_Type;PO713436;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi visant à renforcer la liberté, l'indépendance et le pluralisme des médias;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi visant à renforcer la liberté, l'indépendance et le pluralisme des médias;Liberté, indépendance et pluralisme des médias;3465;;2016-05-27;;2016-06-22;;5ème République;14;;;;
;OrganeParlementaire_Type;PO709067;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi d'actualisation du droit des outre-mer;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi d'actualisation du droit des outre-mer;Droit des outre-mer;2910;;2015-07-17;;2015-10-07;;5ème République;14;;;;
;OrganeParlementaire_Type;PO701542;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi d'orientation et de programmation relative à la politique de développement et de solidarité internationale;du projet de loi d'orientation et de programmation relative à la politique  de développement et de solidarité internationale;Développement et solidarité internationale;1627;;2014-05-27;;2014-06-23;;5ème République;14;;;;
;OrganeParlementaire_Type;PO716327;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi ratifiant les ordonnances n° 2016-301 du 14 mars 2016 relative à la partie législative du code de la consommation et n° 2016-351 du 25 mars 2016 sur les contrats de crédit aux consommateurs relatifs aux biens immobiliers à usage d'habitation et simplifiant le dispositif de mise en œuvre des obligations en matière de conformité et de sécurité des produits et services;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi ratifiant les ordonnances n° 2016-301 du 14 mars 2016 relative à la partie législative du code de la consommation et n° 2016-351 du 25 mars 2016 sur les contrats de crédit aux consommateurs relatifs aux biens immobiliers à usage d'habitation et simplifiant le dispositif de mise en œuvre des obligations en matière de conformité et de sécurité des produits et services;Consommation;3814;;2016-12-23;;2017-01-20;;5ème République;14;;;;
;OrganeParlementaire_Type;PO705842;MISINFO;Investissement productif de long terme;de la mission d'information sur l'investissement productif de long terme;Investissement productif de long terme;INVPRO;;2015-01-01;;2015-09-16;;5ème République;14;;;;
;OrganeParlementaire_Type;PO712463;MISINFO;Application de la loi n° 2014-1170 du 13 octobre 2014 d'avenir pour l'agriculture, l'alimentation et la forêt;de la mission de contrôle de la mise en application de la loi n° 2014-1170 du 13 octobre 2014 d'avenir pour l'agriculture, l'alimentation et la forêt;Avenir pour l'agriculture, l'alimentation et la forêt;AGRALFO;;2015-10-20;;2016-12-20;;5ème République;14;;;;
;OrganeExtraParlementaire_type;PO699035;ORGEXTPARL;Conseil national d'évaluation du système scolaire;du Conseil national d'évaluation du système scolaire;Evaluation du système scolaire;316;;2013-12-11;;;article L. 241-13 du code de l'éducation ;;;;;;
;OrganeParlementaire_Type;PO699054;CNPE;Commission d'enquête relative aux coûts passés, présents et futurs de la filière nucléaire, à la durée d'exploitation des réacteurs et à divers aspects économiques et financiers de la production et de la commercialisation de l'électricité nucléaire;de la commission d'enquête  relative aux coûts passés, présents et futurs de la filière nucléaire, à la durée d'exploitation des réacteurs et à divers aspects économiques et financiers de la production et de la commercialisation de l'électricité nucléaire;Commission d'enquête sur les coûts de la filière nucléaire;NUCLEAIRE;;2013-12-11;;2014-10-30;;5ème République;14;;;;
;OrganeParlementaire_Type;PO698927;MISINFOPRE;Mission d'information sur la simplification législative;de la mission d'information sur la simplification législative;Simplification législative;SIMPLILEG;;2013-11-26;;2014-10-09;;5ème République;14;;;;
;OrganeParlementaire_Type;PO698794;CMP;Commission mixte paritaire chargée de proposer un texte commun sur le projet de loi de finances pour 2014;du projet de loi de finances pour 2014;Loi de finances 2014;1395;;2013-11-28;;2014-01-02;;5ème République;14;;;;
;OrganeExtraParlementaire_type;PO698635;ORGEXTPARL;Commission nationale de l'aménagement, de l'urbanisme et du foncier;de la Commission nationale de l'aménagement, de l'urbanisme et du foncier;Aménagement, urbanisme et foncier;311;;2013-01-18;;;article L. 3211-7 du code général de la propriété des personnes publiques;;;;;;
;OrganeParlementaire_Type;PO698717;MISINFOPRE;Mission d'information sur l'écotaxe poids lourds;de la mission d'information sur l'écotaxe poids lourds;Ecotaxe poids lourds;ECOTAXE;;2013-11-19;;2014-05-14;;5ème République;14;;;;
;OrganeParlementaire_Type;PO699101;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de modernisation de l'action publique territoriale et d'affirmation des métropoles;du projet de loi de modernisation de l'action publique territoriale et d'affirmation des métropoles;Action publique territoriale;495-12-13;;2013-12-13;;2014-01-02;;5ème République;14;;;;
;OrganeParlementaire_Type;PO699107;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de finances rectificative pour 2013;du projet de loi de finances rectificative pour 2013;PLFR 2013;1547;;2013-12-13;;2014-01-02;;5ème République;14;;;;
;OrganeExtraParlementaire_type;PO709206;ORGEXTPARL;Conseil supérieur de l'Agence France-Presse;du Conseil supérieur de l'Agence France-Presse;AFP;341;;2015-06-23;;;article 4 de la loi n° 57-32 du 10 janvier 1957 portant statut de l'Agence France-Presse;;;;;;
;OrganeExtraParlementaire_type;PO709209;ORGEXTPARL;Commission nationale de contrôle des techniques de renseignement;de la Commission nationale de contrôle des techniques de renseignement;CNCTR;342;;2015-07-24;;;article L. 831-1 du code de la sécurité intérieure (article 2 de la loi n° 2015-912 du 24 juillet 2015);;;;;;
;OrganeParlementaire_Type;PO707805;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la réforme du droit d'asile;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la réforme du droit d'asile;Réforme du droit d'asile;2182;;2015-05-27;;2015-06-11;;5ème République;14;;;;
;OrganeExterne_Type;PO711552;MINISTERE;Ministère des affaires étrangères et du développement international;des affaires étrangères et du développement international;Affaires étrangères;AET;;2016-02-12;;2016-12-06;;;;;;;
;OrganeExterne_Type;PO711611;MINISTERE;Secrétariat d’Etat, auprès du ministère de la ville, de la jeunesse et des sports, chargé de la ville ;auprès du ministre de la ville, de la jeunesse et des sports, chargée de la ville ;Ville;VIL;;2016-02-12;;2016-12-06;;;;;;;
;OrganeParlementaire_Type;PO711267;CNPE;Commission d'enquête relative aux moyens mis en œuvre par l'État pour lutter contre le terrorisme depuis le 7 janvier 2015;relative aux moyens mis en œuvre par l'État pour lutter contre le terrorisme depuis le 7 janvier 2015;Commission d'enquête relative aux moyens pour lutter contre le terrorisme;CETERRORIS;;2016-01-26;;2016-07-13;;5ème République;14;;;;
